
Filling stored sums matrix with 73 X 73 terms guaranteeing 30 digits accuracy...

Processing the barrier for X= 5999999999999.5000000...6000000000000.5000000 (N = 690988), y0 = 0.1673300000...1 , t = 0...0.1850000000

Rectangle(1) : 0, 57616.000000000000000, 10549.000000000000000, 0.000000, 1.1426987262510108264, 42192
Rectangle(2) : 1.1154865423684581130e-5, 57588.000000000000000, 10544.000000000000000, 0.000000, 1.1428862317844489963, 42172
Rectangle(3) : 2.2318410464048007474e-5, 57560.000000000000000, 10538.000000000000000, 0.000000, 1.1430738678629750100, 42148
Rectangle(4) : 3.3490645833453410705e-5, 57532.000000000000000, 10533.000000000000000, 0.000000, 1.1432615871526674473, 42128
Rectangle(5) : 4.4671581437163823125e-5, 57504.000000000000000, 10528.000000000000000, 0.000000, 1.1434494007848124480, 42108
Rectangle(6) : 5.5861227388485686787e-5, 57476.000000000000000, 10523.000000000000000, 0.000000, 1.1436373297953265139, 42088
Rectangle(7) : 6.7059594181500623698e-5, 57448.000000000000000, 10518.000000000000000, 0.000000, 1.1438253742814833965, 42068
Rectangle(8) : 7.8266692327327865666e-5, 57420.000000000000000, 10513.000000000000000, 0.000000, 1.1440135294386875407, 42048
Rectangle(9) : 8.9482532268788812038e-5, 57392.000000000000000, 10508.000000000000000, 0.000000, 1.1442017551743939724, 42028
Rectangle(10) : 0.00010070712376541541457, 57364.000000000000000, 10502.000000000000000, 0.000000, 1.1443901014234317483, 42004
Rectangle(11) : 0.00011194047746152153946, 57336.000000000000000, 10497.000000000000000, 0.000000, 1.1445785707220100268, 41984
Rectangle(12) : 0.00012318260406124963397, 57308.000000000000000, 10492.000000000000000, 0.000000, 1.1447671207083362422, 41964
Rectangle(13) : 0.00013443351354523679531, 57280.000000000000000, 10487.000000000000000, 0.000000, 1.1449557716260243028, 41944
Rectangle(14) : 0.00014569321626217157714, 57252.000000000000000, 10482.000000000000000, 0.000000, 1.1451445384965817706, 41924
Rectangle(15) : 0.00015696172283830135025, 57223.000000000000000, 10477.000000000000000, 0.000000, 1.1453334214176338093, 41904
Rectangle(16) : 0.00016823924099389671941, 57195.000000000000000, 10472.000000000000000, 0.000000, 1.1455224130864515461, 41884
Rectangle(17) : 0.00017952558443452005268, 57167.000000000000000, 10466.000000000000000, 0.000000, 1.1457114753595049750, 41860
Rectangle(18) : 0.00019082076304035042641, 57139.000000000000000, 10461.000000000000000, 0.000000, 1.1459006720577151028, 41840
Rectangle(19) : 0.00020212478782303327180, 57111.000000000000000, 10456.000000000000000, 0.000000, 1.1460899851132997424, 41820
Rectangle(20) : 0.00021343766949404760778, 57083.000000000000000, 10451.000000000000000, 0.000000, 1.1462793737229132509, 41800
Rectangle(21) : 0.00022475941806582752914, 57055.000000000000000, 10446.000000000000000, 0.000000, 1.1464688691699594872, 41780
Rectangle(22) : 0.00023609004411385065572, 57027.000000000000000, 10441.000000000000000, 0.000000, 1.1466584811488018294, 41760
Rectangle(23) : 0.00024742955839916816900, 56998.000000000000000, 10435.000000000000000, 0.000000, 1.1468482152146361666, 41736
Rectangle(24) : 0.00025877817089810911721, 56970.000000000000000, 10430.000000000000000, 0.000000, 1.1470380254935850838, 41716
Rectangle(25) : 0.00027013569284814571689, 56942.000000000000000, 10425.000000000000000, 0.000000, 1.1472279525134498385, 41696
Rectangle(26) : 0.00028150213506151106828, 56914.000000000000000, 10420.000000000000000, 0.000000, 1.1474179963723158913, 41676
Rectangle(27) : 0.00029287750836811956340, 56886.000000000000000, 10415.000000000000000, 0.000000, 1.1476081571683671102, 41656
Rectangle(28) : 0.00030426182361560342780, 56858.000000000000000, 10410.000000000000000, 0.000000, 1.1477983891017486655, 41636
Rectangle(29) : 0.00031565509086210785401, 56829.000000000000000, 10404.000000000000000, 0.000000, 1.1479887354827996342, 41612
Rectangle(30) : 0.00032705752158379571820, 56801.000000000000000, 10399.000000000000000, 0.000000, 1.1481792122851519957, 41592
Rectangle(31) : 0.00033846892652886978373, 56773.000000000000000, 10394.000000000000000, 0.000000, 1.1483697813699369594, 41572
Rectangle(32) : 0.00034988931617482713950, 56745.000000000000000, 10389.000000000000000, 0.000000, 1.1485604416350350124, 41552
Rectangle(33) : 0.00036131870099525246354, 56717.000000000000000, 10384.000000000000000, 0.000000, 1.1487512192208506015, 41532
Rectangle(34) : 0.00037275709194013407930, 56688.000000000000000, 10378.000000000000000, 0.000000, 1.1489421326134562710, 41508
Rectangle(35) : 0.00038420470223884732145, 56660.000000000000000, 10373.000000000000000, 0.000000, 1.1491331097315154787, 41488
